iter	Logloss
287	0.1505206091
288	0.1504040078
289	0.1503331306
290	0.150185997
291	0.1500892639
292	0.1499796102
293	0.1498823082
294	0.149758364
295	0.149542361
296	0.1494238648
297	0.1493172311
298	0.1490314969
299	0.1488268731
300	0.1487405718
301	0.148595674
302	0.1484804634
303	0.1483441633
304	0.1480955429
305	0.148016846
306	0.1478901809
307	0.1477907248
308	0.1476118063
309	0.1475134523
310	0.1474256014
311	0.1473203688
312	0.1470943501
313	0.1467352938
314	0.1465211207
315	0.146318237
316	0.1462280478
317	0.1461625706
318	0.1460638444
319	0.1459167631
320	0.145815728
321	0.1457577421
322	0.1456449492
323	0.1455187609
324	0.1454729218
325	0.1454142353
326	0.1453044582
327	0.1452092204
328	0.1451343821
329	0.1450439943
330	0.1449785693
331	0.1447962502
332	0.1447107039
333	0.1445753909
334	0.1444747783
335	0.144392252
336	0.1441558286
337	0.1440922106
338	0.1440159689
339	0.1439421595
340	0.1438587465
341	0.1437395184
342	0.1436540411
343	0.1435580044
344	0.1434988766
345	0.1434442328
346	0.1432919147
347	0.1432231811
348	0.1431071173
349	0.1430258855
350	0.1429717332
351	0.1427880003
352	0.1426722522
353	0.1425130786
354	0.1423240461
355	0.1421818315
356	0.1419910945
357	0.1419425283
358	0.1417424114
359	0.1416797052
360	0.1416073285
361	0.1415388375
362	0.1413905537
363	0.1413087134
364	0.1412086821
365	0.1411338877
366	0.141044395
367	0.1409550361
368	0.1408760548
369	0.1408198695
370	0.1407630234
371	0.1406803382
372	0.1405680744
373	0.1404988577
374	0.1403586614
375	0.1402375991
376	0.140151461
377	0.1399479582
378	0.1398577439
379	0.1397113737
380	0.1396147703
381	0.1395023998
382	0.1394088226
383	0.139215599
384	0.1390988137
385	0.1389999766
386	0.1389191046
387	0.1388206984
388	0.1387003326
389	0.1386675563
390	0.1385693006
391	0.1385016169
392	0.1384339312
393	0.1382991264
394	0.1381959371
395	0.1380626361
396	0.1380076283
397	0.1379073126
398	0.1377682079
399	0.1376275337
400	0.1374766576
401	0.1373717733
402	0.1372935375
403	0.1371794322
404	0.1371014725
405	0.1370096855
406	0.1369182645
407	0.1368737409
408	0.1367951767
409	0.1366862812
410	0.1366012682
411	0.1365405258
412	0.1364786039
413	0.1363840333
414	0.1363039853
415	0.1362680699
416	0.1361992547
417	0.1361546171
418	0.136069211
419	0.1360136344
420	0.1358873112
421	0.1358420744
422	0.1357975111
423	0.1357416061
424	0.1356819753
425	0.1356172834
426	0.13549043
427	0.1353816798
428	0.1353127705
429	0.1352216842
430	0.1351466409
431	0.13503783
432	0.1349925744
433	0.1349409714
434	0.1348816533
435	0.1347920874
436	0.1347007689
437	0.1346535243
438	0.1345692308
439	0.1344506678
440	0.1343465594
441	0.1342787805
442	0.1341626414
443	0.1340926185
444	0.1339808389
445	0.133928026
446	0.1338563039
447	0.133779417
448	0.1336584624
449	0.1335563649
450	0.1334035093
451	0.1333473461
452	0.1332986438
453	0.1332269447
454	0.133175256
455	0.1330955489
456	0.132975457
457	0.1329246268
458	0.1328411259
459	0.1327658327
460	0.1326702655
461	0.1326090097
462	0.1325146441
463	0.1324734625
464	0.1324288824
465	0.1323853501
466	0.132308914
467	0.1322587164
468	0.1322177492
469	0.1321436355
470	0.132047488
471	0.1319800092
472	0.1319310414
473	0.1318764122
474	0.1318090997
475	0.131768236
476	0.1317148993
477	0.1316731164
478	0.1316147499
479	0.1315434648
480	0.1314274972
481	0.1312920775
482	0.1312385923
483	0.1311766505
484	0.1310773858
485	0.1310029302
486	0.1309355571
487	0.1308534794
488	0.1307921681
489	0.1307205265
490	0.1306529986
491	0.1305885022
492	0.1305061913
493	0.1304658129
494	0.1304204401
495	0.1303587566
496	0.1302821563
497	0.1302135461
498	0.1301310658
499	0.130069534
500	0.1299972691
501	0.1299334942
502	0.1298504482
503	0.1298115944
504	0.1297368731
505	0.1297043959
506	0.1296640854
507	0.1296063536
508	0.1295647632
509	0.1294715279
510	0.1294221491
511	0.129350932
512	0.1292544101
513	0.1291637274
514	0.1290919132
515	0.1289854604
516	0.1289320965
517	0.1288754156
518	0.128838902
519	0.1287924731
520	0.1287418897
521	0.1286711724
522	0.1286057694
523	0.1285514894
524	0.128487886
525	0.1284462161
526	0.1283602422
527	0.1283226107
528	0.1282639451
529	0.128191881
530	0.1281400814
531	0.1280932604
532	0.1280286208
533	0.1279863443
534	0.1278893529
535	0.127831847
536	0.1277530695
537	0.1277009824
538	0.127627287
539	0.1275763512
540	0.1275431482
541	0.1274771638
542	0.127425153
543	0.1273780967
544	0.1273094405
545	0.1272576566
546	0.1272154858
547	0.1270910773
548	0.1269943484
549	0.1269254517
550	0.1268923178
551	0.1268483505
552	0.1267970779
553	0.1267194424
554	0.1266615171
555	0.1265993641
556	0.1265623172
557	0.1265080979
558	0.1264165765
559	0.1263337261
560	0.1262959681
561	0.1262111538
562	0.1261163971
563	0.1260975432
564	0.1259452993
565	0.1258808406
566	0.1258292188
567	0.1257758172
568	0.1257166695
569	0.1256620811
570	0.1256047257
571	0.1255618836
572	0.1255152372
573	0.1254719956
574	0.125424726
575	0.1253511697
576	0.1253055982
577	0.1252713047
578	0.1250755745
579	0.1250301118
580	0.124969794
581	0.1248327264
582	0.124778505
583	0.1247207481
584	0.1246512574
585	0.1245875076
586	0.1245476028
587	0.1244916811
588	0.1244200113
589	0.1243786237
590	0.1243384888
591	0.1242852138
592	0.1242448792
593	0.1241473514
594	0.1240946494
595	0.1240548063
596	0.1240186482
597	0.1239533864
598	0.1239067609
599	0.123863649
600	0.1238221756
601	0.123779964
602	0.1237200718
603	0.1236573771
604	0.1236161621
605	0.1235611167
606	0.1235251218
607	0.123399151
608	0.1233233642
609	0.1232678712
610	0.1232059023
611	0.1231584831
612	0.1231101302
613	0.1230470632
614	0.1230166544
615	0.1229801983
616	0.1229322323
617	0.1228836733
618	0.1227961005
619	0.1227707947
620	0.1227229353
621	0.122662379
622	0.1226171945
623	0.1225844768
624	0.1225099888
625	0.1224106237
626	0.1223810179
627	0.1223507984
628	0.1222442556
629	0.1222100634
630	0.1221128587
631	0.1220598723
632	0.1220086468
633	0.121845099
634	0.1217243682
635	0.1216393333
636	0.1215979426
637	0.1215176258
638	0.12147582
639	0.1214282565
640	0.1213894832
641	0.12131934
642	0.12127975
643	0.1212403356
644	0.1212059155
645	0.1211503294
646	0.1210789639
647	0.1210316556
648	0.1209885541
649	0.1209350824
650	0.1208699732
651	0.1208046706
652	0.1207474909
653	0.1206995353
654	0.1206579637
655	0.1206101911
656	0.1205443071
657	0.1204868377
658	0.1204493924
659	0.1203861111
660	0.1202133601
661	0.1201686106
662	0.1200716443
663	0.1200416465
664	0.1199829662
665	0.1199202245
666	0.1198386843
667	0.1197853674
668	0.1197316103
669	0.1196459542
670	0.1195898129
671	0.1195485717
672	0.1194930139
673	0.1194389619
674	0.119377521
675	0.1193492998
676	0.1193028343
677	0.1192712115
678	0.1192236511
679	0.1191645923
680	0.1191193357
681	0.1190871429
682	0.1190311616
683	0.1189976366
684	0.1189565303
685	0.1189179933
686	0.1188603127
687	0.1188164238
688	0.1187672019
689	0.1186667095
690	0.1186162526
691	0.1185631261
692	0.1185177397
693	0.1184572755
694	0.1184049573
695	0.118344811
696	0.1182706189
697	0.1182496088
698	0.1181939568
699	0.1181423549
700	0.1180651585
701	0.1180077655
702	0.1179685248
703	0.1179250573
704	0.1178775336
705	0.1178365339
706	0.1178052948
707	0.1177812396
708	0.1177467903
709	0.1176083548
710	0.1175439504
711	0.1174826517
712	0.117412609
713	0.1173697741
714	0.117336085
715	0.1172671339
716	0.1172287987
717	0.1171657924
718	0.1171279027
719	0.1171004291
720	0.1170584967
721	0.1170185804
722	0.1169537243
723	0.1168752961
724	0.1168191987
725	0.1167871827
726	0.1167275749
727	0.1166928296
728	0.1166422838
729	0.1166254094
730	0.1165232324
731	0.1164802072
732	0.1164417539
733	0.1164112049
734	0.116364843
735	0.1163188857
736	0.1162749132
737	0.1162315523
738	0.1161683045
739	0.1161169849
740	0.1160793723
741	0.1160399328
742	0.1159979074
743	0.1159648341
744	0.1159261904
745	0.1158711963
746	0.1158357838
747	0.1157966831
748	0.1157271548
749	0.1156681713
750	0.1155845784
751	0.1155330058
752	0.1154886421
753	0.115437424
754	0.1153891202
755	0.115346438
756	0.1153061515
757	0.115262317
758	0.1152191852
759	0.1151888852
760	0.1151272979
761	0.1150837101
762	0.1150556834
763	0.1149914829
764	0.1149472458
765	0.1148954316
766	0.11486068
767	0.1148246799
768	0.1147970725
769	0.114736488
770	0.1146897036
771	0.1146458921
772	0.1146068929
773	0.1145382628
774	0.1145029842
775	0.1144629069
776	0.1144423234
777	0.1143933963
778	0.1143608031
779	0.1143326467
780	0.1142953687
781	0.1142627231
782	0.1142139142
783	0.1141665662
784	0.1141183983
785	0.1140932368
786	0.1140346098
787	0.1140043338
788	0.1139769763
789	0.1139230488
790	0.1138716309
791	0.1138472003
792	0.1138087176
793	0.1137598105
794	0.1137069004
795	0.1136471044
796	0.1135168212
797	0.113496589
798	0.1134592608
799	0.113424527
800	0.1133782508
801	0.1133328007
802	0.1132787299
803	0.1132345681
804	0.1131957916
805	0.1131489465
806	0.1131019467
807	0.1130708676
808	0.1130409513
809	0.1130071941
810	0.112984192
811	0.1129059216
812	0.1128695848
813	0.1128365178
814	0.1128015539
815	0.1126887547
816	0.1126338087
817	0.1125851441
818	0.112550999
819	0.1124931584
820	0.1124459045
821	0.1123933855
822	0.1123531001
823	0.1122176961
824	0.1121644765
825	0.1121350171
826	0.1121003565
827	0.1120503785
828	0.1120179515
829	0.1119791175
830	0.1119305993
831	0.1118848104
832	0.1118329753
833	0.111778139
834	0.1117191858
835	0.1116826806
836	0.1116466135
837	0.1115859078
838	0.1115588797
839	0.111510075
840	0.111481493
841	0.1114452847
842	0.1114121947
843	0.1113548342
844	0.1113361037
845	0.1112905364
846	0.1112497041
847	0.1111967062
848	0.1111503275
849	0.1111145846
850	0.1110954515
851	0.1110338161
852	0.1109944906
853	0.1109623784
854	0.1109320239
855	0.1108836134
856	0.1108346885
857	0.1108043236
858	0.1107685733
859	0.1107323421
860	0.1106857072
861	0.1106641648
862	0.1106279147
863	0.1105771462
864	0.1105096758
865	0.1104703326
866	0.1104497021
867	0.1103744632
868	0.1103286178
869	0.1102887884
870	0.110216536
871	0.1101831093
872	0.1101632641
873	0.1101309207
874	0.1100884676
875	0.1100385241
876	0.1099530417
877	0.1099279011
878	0.1098891601
879	0.1098498503
880	0.1097991059
881	0.1097522702
882	0.1096809099
883	0.1096378439
884	0.1095328226
885	0.1094919339
886	0.1094551107
887	0.1094171562
888	0.10937564
889	0.1093035476
890	0.1092662895
891	0.109207123
892	0.1091844283
893	0.1091458693
894	0.1091035207
895	0.1090401882
896	0.1089686668
897	0.108922034
898	0.108887136
899	0.1088334061
900	0.1087748774
901	0.1087539321
902	0.1086964116
903	0.1086645879
904	0.1086430299
905	0.1085442545
906	0.1085200289
907	0.1084823169
908	0.1084371701
909	0.1084090388
910	0.108352863
911	0.1083275749
912	0.1082783707
913	0.1082279787
914	0.108177116
915	0.108160182
916	0.1081330693
917	0.1080662232
918	0.1080196845
919	0.1079756461
920	0.1079238873
921	0.1078799472
922	0.1078438069
923	0.1077909365
924	0.1077605005
925	0.10773479
926	0.1076932361
927	0.1076520702
928	0.1075906032
929	0.1075644179
930	0.1075433106
931	0.1075027826
932	0.1074520726
933	0.1074062398
934	0.1073712456
935	0.1073384808
936	0.1073009895
937	0.1072572397
938	0.1072169835
939	0.1071898122
940	0.1071598938
941	0.1071302493
942	0.10711127
943	0.1070821693
944	0.1070584456
945	0.1070151737
946	0.1069745861
947	0.1069268406
948	0.1068981154
949	0.1068489991
950	0.1067962563
951	0.1067667583
952	0.1067307309
953	0.106700755
954	0.10666778
955	0.1066399227
956	0.1066095871
957	0.1065702606
958	0.1065359659
959	0.1064871916
960	0.1064608808
961	0.1064236122
962	0.1063993228
963	0.1063663102
964	0.1063324433
965	0.1062651935
966	0.1062358555
967	0.1061913476
968	0.1061446165
969	0.1060862384
970	0.1060547159
971	0.1060294896
972	0.1059922273
973	0.1059464802
974	0.1058956343
975	0.1058390768
976	0.105804596
977	0.1057757474
978	0.1057490769
979	0.1056910596
980	0.1056568863
981	0.1056287121
982	0.1055864284
983	0.1055713997
984	0.1055506321
985	0.1054923974
986	0.1054582219
987	0.1054396797
988	0.1053995783
989	0.1053384762
990	0.1052905624
991	0.1052527658
992	0.1052245048
993	0.1051737363
994	0.105126932
995	0.1051004341
996	0.1050805962
997	0.1050491176
998	0.1050353165
999	0.1049795579
